LINK_ID,FLOW,DAY,TIME_OF_DAY,WEIGHT
4932998149329995,227.99988,09-Apr-2015,23:25:00,1.0
4932998149329995,208.36368,09-Apr-2015,23:30:00,1.0
4932998149329995,200.40012,09-Apr-2015,23:35:00,1.0
4932998149329995,180.0,09-Apr-2015,23:40:00,1.0
4932998149329995,177.00011999999995,09-Apr-2015,23:45:00,1.0
4932998149329995,168.00011999999995,09-Apr-2015,23:50:00,1.0
4932998149329995,162.0,09-Apr-2015,23:55:00,1.0
4932957849329951,188.208888,09-Apr-2015,00:00:00,1.0
4932957849329951,188.208888,09-Apr-2015,00:05:00,1.0
4932957849329951,156.47558,09-Apr-2015,00:10:00,1.0
4932957849329951,156.47558,09-Apr-2015,00:15:00,1.0
4932957849329951,156.47558,09-Apr-2015,00:20:00,1.0
4932957849329951,122.47106,09-Apr-2015,00:25:00,1.0
4932957849329951,122.47106,09-Apr-2015,00:30:00,1.0
4932957849329951,122.47106,09-Apr-2015,00:35:00,1.0
4932957849329951,101.764416,09-Apr-2015,00:40:00,1.0
4932957849329951,101.764416,09-Apr-2015,00:45:00,1.0
4932957849329951,101.764416,09-Apr-2015,00:50:00,1.0
4932957849329951,92.33328,09-Apr-2015,00:55:00,1.0
4932957849329951,92.33328,09-Apr-2015,01:00:00,1.0
4932957849329951,92.33328,09-Apr-2015,01:05:00,1.0
4932957849329951,93.022224,09-Apr-2015,01:10:00,1.0
4932957849329951,93.022224,09-Apr-2015,01:15:00,1.0
4932957849329951,93.022224,09-Apr-2015,01:20:00,1.0
4932957849329951,77.400064,09-Apr-2015,01:25:00,1.0
4932957849329951,77.400064,09-Apr-2015,01:30:00,1.0
4932957849329951,77.400064,09-Apr-2015,01:35:00,1.0
4932957849329951,68.048928,09-Apr-2015,01:40:00,1.0
4932957849329951,68.048928,09-Apr-2015,01:45:00,1.0
4932957849329951,68.048928,09-Apr-2015,01:50:00,1.0
4932957849329951,53.71096800000001,09-Apr-2015,01:55:00,1.0
4932957849329951,53.71096800000001,09-Apr-2015,02:00:00,1.0
4932957849329951,53.71096800000001,09-Apr-2015,02:05:00,1.0
4932957849329951,52.98658399999999,09-Apr-2015,02:10:00,1.0
4932957849329951,52.98658399999999,09-Apr-2015,02:15:00,1.0
4932957849329951,52.98658399999999,09-Apr-2015,02:20:00,1.0
4932957849329951,61.977816,09-Apr-2015,02:25:00,1.0
4932957849329951,61.977816,09-Apr-2015,02:30:00,1.0
4932957849329951,61.977816,09-Apr-2015,02:35:00,1.0
4932957849329951,58.319988,09-Apr-2015,02:40:00,1.0
4932957849329951,58.319988,09-Apr-2015,02:45:00,1.0
4932957849329951,58.319988,09-Apr-2015,02:50:00,1.0
4932957849329951,58.035516,09-Apr-2015,02:55:00,1.0
4932957849329951,58.035516,09-Apr-2015,03:00:00,1.0
4932957849329951,58.035516,09-Apr-2015,03:05:00,1.0
4932957849329951,51.035552,09-Apr-2015,03:10:00,1.0
4932957849329951,51.035552,09-Apr-2015,03:15:00,1.0
4932957849329951,51.035552,09-Apr-2015,03:20:00,1.0
4932957849329951,50.951112,09-Apr-2015,03:25:00,1.0
4932957849329951,50.951112,09-Apr-2015,03:30:00,1.0
4932957849329951,50.951112,09-Apr-2015,03:35:00,1.0
4932957849329951,59.33328,09-Apr-2015,03:40:00,1.0
4932957849329951,59.33328,09-Apr-2015,03:45:00,1.0
4932957849329951,59.33328,09-Apr-2015,03:50:00,1.0
4932957849329951,60.986628,09-Apr-2015,03:55:00,1.0
4932957849329951,60.986628,09-Apr-2015,04:00:00,1.0
4932957849329951,60.986628,09-Apr-2015,04:05:00,1.0
4932957849329951,71.280064,09-Apr-2015,04:10:00,1.0
4932957849329951,71.280064,09-Apr-2015,04:15:00,1.0
4932957849329951,71.280064,09-Apr-2015,04:20:00,1.0
4932957849329951,79.599896,09-Apr-2015,04:25:00,1.0
4932957849329951,79.599896,09-Apr-2015,04:30:00,1.0
4932957849329951,79.599896,09-Apr-2015,04:35:00,1.0
4932957849329951,106.866584,09-Apr-2015,04:40:00,1.0
4932957849329951,106.866584,09-Apr-2015,04:45:00,1.0
4932957849329951,106.866584,09-Apr-2015,04:50:00,1.0
4932957849329951,147.808848,09-Apr-2015,04:55:00,1.0
4932957849329951,147.808848,09-Apr-2015,05:00:00,1.0
4932957849329951,147.808848,09-Apr-2015,05:05:00,1.0
4932957849329951,187.15554,09-Apr-2015,05:10:00,1.0
4932957849329951,187.15554,09-Apr-2015,05:15:00,1.0
4932957849329951,187.15554,09-Apr-2015,05:20:00,1.0
4932957849329951,219.182248,09-Apr-2015,05:25:00,1.0
4932957849329951,219.182248,09-Apr-2015,05:30:00,1.0
4932957849329951,219.182248,09-Apr-2015,05:35:00,1.0
4932957849329951,262.142208,09-Apr-2015,05:40:00,1.0
4932957849329951,262.142208,09-Apr-2015,05:45:00,1.0
4932957849329951,262.142208,09-Apr-2015,05:50:00,1.0
4932957849329951,320.364536,09-Apr-2015,05:55:00,1.0
4932957849329951,320.364536,09-Apr-2015,06:00:00,1.0
4932957849329951,320.364536,09-Apr-2015,06:05:00,1.0
4932957849329951,382.008876,09-Apr-2015,06:10:00,1.0
4932957849329951,382.008876,09-Apr-2015,06:15:00,1.0
4932957849329951,382.008876,09-Apr-2015,06:20:00,1.0
4932957849329951,458.066732,09-Apr-2015,06:25:00,1.0
4932957849329951,458.066732,09-Apr-2015,06:30:00,1.0
4932957849329951,458.066732,09-Apr-2015,06:35:00,1.0
4932957849329951,529.044436,09-Apr-2015,06:40:00,1.0
4932957849329951,529.044436,09-Apr-2015,06:45:00,1.0
4932957849329951,529.044436,09-Apr-2015,06:50:00,1.0
4932957849329951,617.862368,09-Apr-2015,06:55:00,1.0
4932957849329951,617.862368,09-Apr-2015,07:00:00,1.0
4932957849329951,617.862368,09-Apr-2015,07:05:00,1.0
4932957849329951,697.0177639999998,09-Apr-2015,07:10:00,1.0
4932957849329951,697.0177639999998,09-Apr-2015,07:15:00,1.0
4932957849329951,697.0177639999998,09-Apr-2015,07:20:00,1.0
4932957849329951,767.653216,09-Apr-2015,07:25:00,1.0
4932957849329951,767.653216,09-Apr-2015,07:30:00,1.0
4932957849329951,767.653216,09-Apr-2015,07:35:00,1.0
4932957849329951,816.5778320000002,09-Apr-2015,07:40:00,1.0
4932957849329951,816.5778320000002,09-Apr-2015,07:45:00,1.0
4932957849329951,816.5778320000002,09-Apr-2015,07:50:00,1.0
4932957849329951,811.675572,09-Apr-2015,07:55:00,1.0
4932957849329951,811.675572,09-Apr-2015,08:00:00,1.0
4932957849329951,811.675572,09-Apr-2015,08:05:00,1.0
4932957849329951,800.737752,09-Apr-2015,08:10:00,1.0
4932957849329951,800.737752,09-Apr-2015,08:15:00,1.0
4932957849329951,800.737752,09-Apr-2015,08:20:00,1.0
4932957849329951,778.1288519999998,09-Apr-2015,08:25:00,1.0
4932957849329951,778.1288519999998,09-Apr-2015,08:30:00,1.0
4932957849329951,778.1288519999998,09-Apr-2015,08:35:00,1.0
4932957849329951,768.720052,09-Apr-2015,08:40:00,1.0
4932957849329951,768.720052,09-Apr-2015,08:45:00,1.0
4932957849329951,768.720052,09-Apr-2015,08:50:00,1.0
4932957849329951,740.8310799999998,09-Apr-2015,08:55:00,1.0
4932957849329951,740.8310799999998,09-Apr-2015,09:00:00,1.0
4932957849329951,740.8310799999998,09-Apr-2015,09:05:00,1.0
4932957849329951,699.831164,09-Apr-2015,09:10:00,1.0
4932957849329951,699.831164,09-Apr-2015,09:15:00,1.0
4932957849329951,699.831164,09-Apr-2015,09:20:00,1.0
4932957849329951,678.733388,09-Apr-2015,09:25:00,1.0
4932957849329951,678.733388,09-Apr-2015,09:30:00,1.0
4932957849329951,678.733388,09-Apr-2015,09:35:00,1.0
4932957849329951,676.631124,09-Apr-2015,09:40:00,1.0
4932957849329951,676.631124,09-Apr-2015,09:45:00,1.0
4932957849329951,676.631124,09-Apr-2015,09:50:00,1.0
4932957849329951,727.048876,09-Apr-2015,09:55:00,1.0
4932957849329951,727.048876,09-Apr-2015,10:00:00,1.0
4932957849329951,727.048876,09-Apr-2015,10:05:00,1.0
4932957849329951,768.871072,09-Apr-2015,10:10:00,1.0
4932957849329951,768.871072,09-Apr-2015,10:15:00,1.0
4932957849329951,768.871072,09-Apr-2015,10:20:00,1.0
4932957849329951,787.8754759999998,09-Apr-2015,10:25:00,1.0
4932957849329951,787.8754759999998,09-Apr-2015,10:30:00,1.0
4932957849329951,787.8754759999998,09-Apr-2015,10:35:00,1.0
4932957849329951,796.3288759999998,09-Apr-2015,10:40:00,1.0
4932957849329951,796.3288759999998,09-Apr-2015,10:45:00,1.0
4932957849329951,796.3288759999998,09-Apr-2015,10:50:00,1.0
4932957849329951,806.942224,09-Apr-2015,10:55:00,1.0
4932957849329951,806.942224,09-Apr-2015,11:00:00,1.0
4932957849329951,806.942224,09-Apr-2015,11:05:00,1.0
4932957849329951,862.6843640000002,09-Apr-2015,11:10:00,1.0
4932957849329951,862.6843640000002,09-Apr-2015,11:15:00,1.0
4932957849329951,862.6843640000002,09-Apr-2015,11:20:00,1.0
4932957849329951,897.195464,09-Apr-2015,11:25:00,1.0
4932957849329951,897.195464,09-Apr-2015,11:30:00,1.0
4932957849329951,897.195464,09-Apr-2015,11:35:00,1.0
4932957849329951,949.435568,09-Apr-2015,11:40:00,1.0
4932957849329951,949.435568,09-Apr-2015,11:45:00,1.0
4932957849329951,949.435568,09-Apr-2015,11:50:00,1.0
4932957849329951,982.582236,09-Apr-2015,11:55:00,1.0
4932957849329951,982.582236,09-Apr-2015,12:00:00,1.0
4932957849329951,982.582236,09-Apr-2015,12:05:00,1.0
4932957849329951,966.110996,09-Apr-2015,12:10:00,1.0
4932957849329951,966.110996,09-Apr-2015,12:15:00,1.0
4932957849329951,966.110996,09-Apr-2015,12:20:00,1.0
4932957849329951,988.87992,09-Apr-2015,12:25:00,1.0
4932957849329951,988.87992,09-Apr-2015,12:30:00,1.0
4932957849329951,988.87992,09-Apr-2015,12:35:00,1.0
4932957849329951,1007.2355,09-Apr-2015,12:40:00,1.0
4932957849329951,1007.2355,09-Apr-2015,12:45:00,1.0
