LINK_ID,FLOW,DAY,TIME_OF_DAY,WEIGHT
4932998149329995,172.00008,09-Apr-2015,00:00:00,1.0
4932998149329995,164.57148,09-Apr-2015,00:05:00,1.0
4932998149329995,157.5,09-Apr-2015,00:10:00,1.0
4932998149329995,146.66652,09-Apr-2015,00:15:00,1.0
4932998149329995,136.8,09-Apr-2015,00:20:00,1.0
4932998149329995,137.45448000000002,09-Apr-2015,00:25:00,1.0
4932998149329995,130.90896,09-Apr-2015,00:30:00,1.0
4932998149329995,115.63632,09-Apr-2015,00:35:00,1.0
4932998149329995,109.0908,09-Apr-2015,00:40:00,1.0
4932998149329995,101.45448,09-Apr-2015,00:45:00,1.0
4932998149329995,96.00012,09-Apr-2015,00:50:00,1.0
4932998149329995,87.27264,09-Apr-2015,00:55:00,1.0
4932998149329995,80.72712,09-Apr-2015,01:00:00,1.0
4932998149329995,73.0908,09-Apr-2015,01:05:00,1.0
4932998149329995,73.0908,09-Apr-2015,01:10:00,1.0
4932998149329995,73.0908,09-Apr-2015,01:15:00,1.0
4932998149329995,63.27288000000001,09-Apr-2015,01:20:00,1.0
4932998149329995,56.72736,09-Apr-2015,01:25:00,1.0
4932998149329995,52.3638,09-Apr-2015,01:30:00,1.0
4932998149329995,54.5454,09-Apr-2015,01:35:00,1.0
4932998149329995,51.27264,09-Apr-2015,01:40:00,1.0
4932998149329995,45.81828,09-Apr-2015,01:45:00,1.0
4932998149329995,46.90908,09-Apr-2015,01:50:00,1.0
4932998149329995,45.81828,09-Apr-2015,01:55:00,1.0
4932998149329995,49.09104,09-Apr-2015,02:00:00,1.0
4932998149329995,43.63632,09-Apr-2015,02:05:00,1.0
4932998149329995,43.63632,09-Apr-2015,02:10:00,1.0
4932998149329995,43.63632,09-Apr-2015,02:15:00,1.0
4932998149329995,45.81828,09-Apr-2015,02:20:00,1.0
4932998149329995,49.09104,09-Apr-2015,02:25:00,1.0
4932998149329995,47.99988,09-Apr-2015,02:30:00,1.0
4932998149329995,51.27264,09-Apr-2015,02:35:00,1.0
4932998149329995,47.99988,09-Apr-2015,02:40:00,1.0
4932998149329995,45.81828,09-Apr-2015,02:45:00,1.0
4932998149329995,45.81828,09-Apr-2015,02:50:00,1.0
4932998149329995,45.81828,09-Apr-2015,02:55:00,1.0
4932998149329995,49.09104,09-Apr-2015,03:00:00,1.0
4932998149329995,44.72712,09-Apr-2015,03:05:00,1.0
4932998149329995,43.63632,09-Apr-2015,03:10:00,1.0
4932998149329995,41.45472,09-Apr-2015,03:15:00,1.0
4932998149329995,38.18196,09-Apr-2015,03:20:00,1.0
4932998149329995,32.72724,09-Apr-2015,03:25:00,1.0
4932998149329995,31.636440000000004,09-Apr-2015,03:30:00,1.0
4932998149329995,33.81804,09-Apr-2015,03:35:00,1.0
4932998149329995,33.81804,09-Apr-2015,03:40:00,1.0
4932998149329995,31.636440000000004,09-Apr-2015,03:45:00,1.0
4932998149329995,32.72724,09-Apr-2015,03:50:00,1.0
4932998149329995,30.54528,09-Apr-2015,03:55:00,1.0
4932998149329995,33.81804,09-Apr-2015,04:00:00,1.0
4932998149329995,38.18196,09-Apr-2015,04:05:00,1.0
4932998149329995,46.90908,09-Apr-2015,04:10:00,1.0
4932998149329995,43.63632,09-Apr-2015,04:15:00,1.0
4932998149329995,45.81828,09-Apr-2015,04:20:00,1.0
4932998149329995,52.3638,09-Apr-2015,04:25:00,1.0
4932998149329995,56.72736,09-Apr-2015,04:30:00,1.0
4932998149329995,60.00012,09-Apr-2015,04:35:00,1.0
4932998149329995,63.27288000000001,09-Apr-2015,04:40:00,1.0
4932998149329995,57.81816,09-Apr-2015,04:45:00,1.0
4932998149329995,64.36368,09-Apr-2015,04:50:00,1.0
4932998149329995,72.0,09-Apr-2015,04:55:00,1.0
4932998149329995,72.0,09-Apr-2015,05:00:00,1.0
4932998149329995,69.81804,09-Apr-2015,05:05:00,1.0
4932998149329995,77.45472,09-Apr-2015,05:10:00,1.0
4932998149329995,88.3638,09-Apr-2015,05:15:00,1.0
4932998149329995,89.4546,09-Apr-2015,05:20:00,1.0
4932998149329995,94.90896,09-Apr-2015,05:25:00,1.0
4932998149329995,99.27288,09-Apr-2015,05:30:00,1.0
4932998149329995,114.54552,09-Apr-2015,05:35:00,1.0
4932998149329995,132.00011999999998,09-Apr-2015,05:40:00,1.0
4932998149329995,147.27276,09-Apr-2015,05:45:00,1.0
4932998149329995,160.3638,09-Apr-2015,05:50:00,1.0
4932998149329995,184.36356,09-Apr-2015,05:55:00,1.0
4932998149329995,207.27288,09-Apr-2015,06:00:00,1.0
4932998149329995,245.45448,09-Apr-2015,06:05:00,1.0
4932998149329995,297.81828,09-Apr-2015,06:10:00,1.0
4932998149329995,360.0,09-Apr-2015,06:15:00,1.0
4932998149329995,440.72712,09-Apr-2015,06:20:00,1.0
4932998149329995,549.81828,09-Apr-2015,06:25:00,1.0
4932998149329995,644.72724,09-Apr-2015,06:30:00,1.0
4932998149329995,698.1818400000002,09-Apr-2015,06:35:00,1.0
4932998149329995,738.5454,09-Apr-2015,06:40:00,1.0
4932998149329995,784.3636799999998,09-Apr-2015,06:45:00,1.0
4932998149329995,813.8181599999998,09-Apr-2015,06:50:00,1.0
4932998149329995,841.09104,09-Apr-2015,06:55:00,1.0
4932998149329995,868.36356,09-Apr-2015,07:00:00,1.0
4932998149329995,867.27276,09-Apr-2015,07:05:00,1.0
4932998149329995,883.6362,09-Apr-2015,07:10:00,1.0
4932998149329995,875.9998800000002,09-Apr-2015,07:15:00,1.0
4932998149329995,861.81804,09-Apr-2015,07:20:00,1.0
4932998149329995,852.0001199999998,09-Apr-2015,07:25:00,1.0
4932998149329995,874.9090800000001,09-Apr-2015,07:30:00,1.0
4932998149329995,929.45448,09-Apr-2015,07:35:00,1.0
4932998149329995,960.00012,09-Apr-2015,07:40:00,1.0
4932998149329995,1006.9092,09-Apr-2015,07:45:00,1.0
4932998149329995,1058.18184,09-Apr-2015,07:50:00,1.0
4932998149329995,1090.90908,09-Apr-2015,07:55:00,1.0
4932998149329995,1153.0908,09-Apr-2015,08:00:00,1.0
4932998149329995,1179.27288,09-Apr-2015,08:05:00,1.0
4932998149329995,1199.99988,09-Apr-2015,08:10:00,1.0
4932998149329995,1209.81816,09-Apr-2015,08:15:00,1.0
4932998149329995,1214.1817199999996,09-Apr-2015,08:20:00,1.0
4932998149329995,1215.27288,09-Apr-2015,08:25:00,1.0
4932998149329995,1204.3638,09-Apr-2015,08:30:00,1.0
4932998149329995,1189.0908,09-Apr-2015,08:35:00,1.0
4932998149329995,1156.36356,09-Apr-2015,08:40:00,1.0
4932998149329995,1135.6362,09-Apr-2015,08:45:00,1.0
4932998149329995,1123.6363199999996,09-Apr-2015,08:50:00,1.0
4932998149329995,1080.0,09-Apr-2015,08:55:00,1.0
4932998149329995,1061.4546,09-Apr-2015,09:00:00,1.0
4932998149329995,1044.0,09-Apr-2015,09:05:00,1.0
4932998149329995,994.90896,09-Apr-2015,09:10:00,1.0
4932998149329995,965.45448,09-Apr-2015,09:15:00,1.0
4932998149329995,958.90896,09-Apr-2015,09:20:00,1.0
4932998149329995,937.6362,09-Apr-2015,09:25:00,1.0
4932998149329995,934.3638,09-Apr-2015,09:30:00,1.0
4932998149329995,938.72736,09-Apr-2015,09:35:00,1.0
4932998149329995,933.27264,09-Apr-2015,09:40:00,1.0
4932998149329995,943.09092,09-Apr-2015,09:45:00,1.0
4932998149329995,971.4546,09-Apr-2015,09:50:00,1.0
4932998149329995,975.81816,09-Apr-2015,09:55:00,1.0
4932998149329995,972.5454,09-Apr-2015,10:00:00,1.0
4932998149329995,975.81816,09-Apr-2015,10:05:00,1.0
4932998149329995,971.4546,09-Apr-2015,10:10:00,1.0
4932998149329995,959.45472,09-Apr-2015,10:15:00,1.0
4932998149329995,949.09104,09-Apr-2015,10:20:00,1.0
4932998149329995,932.72724,09-Apr-2015,10:25:00,1.0
4932998149329995,909.81828,09-Apr-2015,10:30:00,1.0
4932998149329995,894.54528,09-Apr-2015,10:35:00,1.0
4932998149329995,870.5455199999999,09-Apr-2015,10:40:00,1.0
4932998149329995,823.63644,09-Apr-2015,10:45:00,1.0
4932998149329995,783.27288,09-Apr-2015,10:50:00,1.0
4932998149329995,778.90896,09-Apr-2015,10:55:00,1.0
4932998149329995,786.5452799999998,09-Apr-2015,11:00:00,1.0
4932998149329995,781.09092,09-Apr-2015,11:05:00,1.0
4932998149329995,783.27288,09-Apr-2015,11:10:00,1.0
4932998149329995,792.0,09-Apr-2015,11:15:00,1.0
4932998149329995,818.18172,09-Apr-2015,11:20:00,1.0
4932998149329995,867.27276,09-Apr-2015,11:25:00,1.0
4932998149329995,903.27276,09-Apr-2015,11:30:00,1.0
4932998149329995,925.09092,09-Apr-2015,11:35:00,1.0
4932998149329995,970.9092,09-Apr-2015,11:40:00,1.0
4932998149329995,994.90896,09-Apr-2015,11:45:00,1.0
4932998149329995,998.18172,09-Apr-2015,11:50:00,1.0
4932998149329995,1014.54552,09-Apr-2015,11:55:00,1.0
4932998149329995,1040.72724,09-Apr-2015,12:00:00,1.0
4932998149329995,1040.72724,09-Apr-2015,12:05:00,1.0
4932998149329995,1029.81816,09-Apr-2015,12:10:00,1.0
4932998149329995,1017.81828,09-Apr-2015,12:15:00,1.0
4932998149329995,997.09092,09-Apr-2015,12:20:00,1.0
4932998149329995,980.72712,09-Apr-2015,12:25:00,1.0
4932998149329995,934.9092,09-Apr-2015,12:30:00,1.0
4932998149329995,894.54528,09-Apr-2015,12:35:00,1.0
4932998149329995,880.3638,09-Apr-2015,12:40:00,1.0
4932998149329995,861.81804,09-Apr-2015,12:45:00,1.0
4932998149329995,841.09104,09-Apr-2015,12:50:00,1.0
4932998149329995,818.18172,09-Apr-2015,12:55:00,1.0
4932998149329995,813.8181599999998,09-Apr-2015,13:00:00,1.0
4932998149329995,836.72712,09-Apr-2015,13:05:00,1.0
4932998149329995,845.4546,09-Apr-2015,13:10:00,1.0
4932998149329995,860.72724,09-Apr-2015,13:15:00,1.0
4932998149329995,872.7271199999999,09-Apr-2015,13:20:00,1.0
4932998149329995,937.0908,09-Apr-2015,13:25:00,1.0
4932998149329995,936.0,09-Apr-2015,13:30:00,1.0
4932998149329995,947.99988,09-Apr-2015,13:35:00,1.0
4932998149329995,956.72736,09-Apr-2015,13:40:00,1.0
4932998149329995,968.72724,09-Apr-2015,13:45:00,1.0
4932998149329995,967.63644,09-Apr-2015,13:50:00,1.0
4932998149329995,960.00012,09-Apr-2015,13:55:00,1.0
4932998149329995,940.36356,09-Apr-2015,14:00:00,1.0
4932998149329995,906.54552,09-Apr-2015,14:05:00,1.0
4932998149329995,889.0909199999999,09-Apr-2015,14:10:00,1.0
4932998149329995,864.0,09-Apr-2015,14:15:00,1.0
4932998149329995,846.5454,09-Apr-2015,14:20:00,1.0
4932998149329995,867.27276,09-Apr-2015,14:25:00,1.0
4932998149329995,872.7271199999999,09-Apr-2015,14:30:00,1.0
4932998149329995,888.0001199999998,09-Apr-2015,14:35:00,1.0
4932998149329995,898.9092,09-Apr-2015,14:40:00,1.0
4932998149329995,933.81804,09-Apr-2015,14:45:00,1.0
4932998149329995,962.18172,09-Apr-2015,14:50:00,1.0
4932998149329995,975.27276,09-Apr-2015,14:55:00,1.0
4932998149329995,1003.63644,09-Apr-2015,15:00:00,1.0
4932998149329995,1013.45472,09-Apr-2015,15:05:00,1.0
4932998149329995,1052.72712,09-Apr-2015,15:10:00,1.0
4932998149329995,1037.45448,09-Apr-2015,15:15:00,1.0
4932998149329995,1000.36368,09-Apr-2015,15:20:00,1.0
4932998149329995,1013.45472,09-Apr-2015,15:25:00,1.0
4932998149329995,989.4546,09-Apr-2015,15:30:00,1.0
4932998149329995,957.81816,09-Apr-2015,15:35:00,1.0
4932998149329995,922.90896,09-Apr-2015,15:40:00,1.0
4932998149329995,916.3638,09-Apr-2015,15:45:00,1.0
4932998149329995,915.27264,09-Apr-2015,15:50:00,1.0
4932998149329995,917.4546,09-Apr-2015,15:55:00,1.0
4932998149329995,910.90908,09-Apr-2015,16:00:00,1.0
4932998149329995,885.8181599999998,09-Apr-2015,16:05:00,1.0
4932998149329995,893.4544800000001,09-Apr-2015,16:10:00,1.0
4932998149329995,925.09092,09-Apr-2015,16:15:00,1.0
4932998149329995,915.27264,09-Apr-2015,16:20:00,1.0
4932998149329995,937.0908,09-Apr-2015,16:25:00,1.0
4932998149329995,977.45472,09-Apr-2015,16:30:00,1.0
4932998149329995,1000.36368,09-Apr-2015,16:35:00,1.0
4932998149329995,1018.90908,09-Apr-2015,16:40:00,1.0
4932998149329995,1023.27264,09-Apr-2015,16:45:00,1.0
4932998149329995,1047.27276,09-Apr-2015,16:50:00,1.0
4932998149329995,1076.72724,09-Apr-2015,16:55:00,1.0
4932998149329995,1114.9092,09-Apr-2015,17:00:00,1.0
4932998149329995,1127.99988,09-Apr-2015,17:05:00,1.0
4932998149329995,1167.27264,09-Apr-2015,17:10:00,1.0
4932998149329995,1201.09104,09-Apr-2015,17:15:00,1.0
4932998149329995,1243.6362,09-Apr-2015,17:20:00,1.0
4932998149329995,1266.54552,09-Apr-2015,17:25:00,1.0
4932998149329995,1298.18196,09-Apr-2015,17:30:00,1.0
4932998149329995,1327.63644,09-Apr-2015,17:35:00,1.0
4932998149329995,1352.72736,09-Apr-2015,17:40:00,1.0
4932998149329995,1374.54552,09-Apr-2015,17:45:00,1.0
4932998149329995,1349.4546,09-Apr-2015,17:50:00,1.0
4932998149329995,1322.1817199999996,09-Apr-2015,17:55:00,1.0
4932998149329995,1327.63644,09-Apr-2015,18:00:00,1.0
4932998149329995,1292.72724,09-Apr-2015,18:05:00,1.0
4932998149329995,1262.18196,09-Apr-2015,18:10:00,1.0
4932998149329995,1243.6362,09-Apr-2015,18:15:00,1.0
4932998149329995,1249.09092,09-Apr-2015,18:20:00,1.0
4932998149329995,1234.90908,09-Apr-2015,18:25:00,1.0
4932998149329995,1224.0,09-Apr-2015,18:30:00,1.0
4932998149329995,1197.8182800000004,09-Apr-2015,18:35:00,1.0
4932998149329995,1167.27264,09-Apr-2015,18:40:00,1.0
4932998149329995,1188.0,09-Apr-2015,18:45:00,1.0
4932998149329995,1183.63644,09-Apr-2015,18:50:00,1.0
4932998149329995,1158.54552,09-Apr-2015,18:55:00,1.0
4932998149329995,1143.27288,09-Apr-2015,19:00:00,1.0
4932998149329995,1125.8182800000004,09-Apr-2015,19:05:00,1.0
4932998149329995,1095.27264,09-Apr-2015,19:10:00,1.0
4932998149329995,1042.9092,09-Apr-2015,19:15:00,1.0
4932998149329995,1010.18196,09-Apr-2015,19:20:00,1.0
4932998149329995,957.81816,09-Apr-2015,19:25:00,1.0
4932998149329995,937.0908,09-Apr-2015,19:30:00,1.0
4932998149329995,898.9092,09-Apr-2015,19:35:00,1.0
4932998149329995,853.0909199999999,09-Apr-2015,19:40:00,1.0
4932998149329995,823.63644,09-Apr-2015,19:45:00,1.0
4932998149329995,807.27264,09-Apr-2015,19:50:00,1.0
4932998149329995,786.5452799999998,09-Apr-2015,19:55:00,1.0
4932998149329995,769.09104,09-Apr-2015,20:00:00,1.0
4932998149329995,746.18172,09-Apr-2015,20:05:00,1.0
4932998149329995,710.18172,09-Apr-2015,20:10:00,1.0
4932998149329995,682.9092,09-Apr-2015,20:15:00,1.0
4932998149329995,658.90908,09-Apr-2015,20:20:00,1.0
4932998149329995,646.9092,09-Apr-2015,20:25:00,1.0
4932998149329995,640.3636799999998,09-Apr-2015,20:30:00,1.0
4932998149329995,621.81828,09-Apr-2015,20:35:00,1.0
4932998149329995,613.0908,09-Apr-2015,20:40:00,1.0
4932998149329995,576.0,09-Apr-2015,20:45:00,1.0
4932998149329995,569.45448,09-Apr-2015,20:50:00,1.0
4932998149329995,551.99988,09-Apr-2015,20:55:00,1.0
4932998149329995,551.99988,09-Apr-2015,21:00:00,1.0
4932998149329995,555.27264,09-Apr-2015,21:05:00,1.0
4932998149329995,549.81828,09-Apr-2015,21:10:00,1.0
4932998149329995,542.18196,09-Apr-2015,21:15:00,1.0
4932998149329995,526.90896,09-Apr-2015,21:20:00,1.0
4932998149329995,515.99988,09-Apr-2015,21:25:00,1.0
4932998149329995,514.90908,09-Apr-2015,21:30:00,1.0
4932998149329995,504.0,09-Apr-2015,21:35:00,1.0
4932998149329995,511.63632,09-Apr-2015,21:40:00,1.0
4932998149329995,504.0,09-Apr-2015,21:45:00,1.0
4932998149329995,500.72724000000005,09-Apr-2015,21:50:00,1.0
4932998149329995,477.81828,09-Apr-2015,21:55:00,1.0
4932998149329995,466.9092,09-Apr-2015,22:00:00,1.0
4932998149329995,445.09104,09-Apr-2015,22:05:00,1.0
4932998149329995,424.36368,09-Apr-2015,22:10:00,1.0
4932998149329995,417.81816,09-Apr-2015,22:15:00,1.0
4932998149329995,404.72712,09-Apr-2015,22:20:00,1.0
4932998149329995,385.09092,09-Apr-2015,22:25:00,1.0
4932998149329995,365.45472,09-Apr-2015,22:30:00,1.0
4932998149329995,349.0909200000001,09-Apr-2015,22:35:00,1.0
4932998149329995,334.90908,09-Apr-2015,22:40:00,1.0
4932998149329995,329.45472,09-Apr-2015,22:45:00,1.0
4932998149329995,310.9089600000001,09-Apr-2015,22:50:00,1.0
4932998149329995,295.63632,09-Apr-2015,22:55:00,1.0
4932998149329995,289.0908,09-Apr-2015,23:00:00,1.0
4932998149329995,290.18196,09-Apr-2015,23:05:00,1.0
4932998149329995,269.4546,09-Apr-2015,23:10:00,1.0
4932998149329995,256.36356,09-Apr-2015,23:15:00,1.0
4932998149329995,243.27288,09-Apr-2015,23:20:00,1.0
