LINK_ID,FLOW,WEIGHT,EST_FLOW,IS_SOURCE,DAY,TIME_OF_DAY
49329964311830187,0,0,359.69230769230774,0,09-Apr-2015,00:05:00
94101703949330004,0,0,2780.3076923076924,1,09-Apr-2015,00:05:00
4933000449329998,0,0,1148.0,0,09-Apr-2015,00:05:00
4933000449329983,0,0,-0.0,0,09-Apr-2015,00:05:00
4933000449329960,0,0,692.3076923076923,0,09-Apr-2015,00:05:00
49330004941017053,0,0,1208.5714804763782,0,09-Apr-2015,00:05:00
4933001449330004,0,0,104.0,0,09-Apr-2015,00:05:00
4932999849330004,0,0,164.5714804763782,0,09-Apr-2015,00:05:00
4932999849329991,0,0,1148.0,0,09-Apr-2015,00:05:00
4932999849330081,0,0,472.00000000000006,0,09-Apr-2015,00:05:00
49329998941017050,0,0,-0.0,0,09-Apr-2015,00:05:00
4932999549329998,0,0,164.5714804763782,0,09-Apr-2015,00:05:00
4932999149329998,0,0,472.00000000000006,0,09-Apr-2015,00:05:00
94101707749329991,0,0,472.00000000000006,1,09-Apr-2015,00:05:00
49329991941017066,0,0,472.00000000000006,0,09-Apr-2015,00:05:00
4932999149329944,0,0,1148.0,0,09-Apr-2015,00:05:00
4932994449329991,0,0,472.00000000000006,0,09-Apr-2015,00:05:00
49329991941017078,0,0,1148.0,0,09-Apr-2015,00:05:00
94101706549329991,0,0,1148.0,1,09-Apr-2015,00:05:00
4932997049329960,0,0,1816.6153846153845,0,09-Apr-2015,00:05:00
4932996049329946,0,0,1600.6153846153845,0,09-Apr-2015,00:05:00
49329960311830187,0,0,908.3076923076923,0,09-Apr-2015,00:05:00
49329960941017075,0,0,-0.0,0,09-Apr-2015,00:05:00
4932994649329960,0,0,-0.0,0,09-Apr-2015,00:05:00
4932994649329995,0,0,-0.0,0,09-Apr-2015,00:05:00
4932994649329944,0,0,1600.6153846153845,0,09-Apr-2015,00:05:00
4932994449329946,0,0,-0.0,0,09-Apr-2015,00:05:00
4932957849329946,0,0,-0.0,0,09-Apr-2015,00:05:00
4932994449329936,0,0,1283.9999999999998,0,09-Apr-2015,00:05:00
49329944941017047,0,0,3210.6153846153848,0,09-Apr-2015,00:05:00
94101704449329944,0,0,472.00000000000006,1,09-Apr-2015,00:05:00
4932993649329944,0,0,1746.0,0,09-Apr-2015,00:05:00
49329936941017063,0,0,2867.9999999999995,0,09-Apr-2015,00:05:00
4932993649329933,0,0,-0.0,0,09-Apr-2015,00:05:00
49329936941017072,0,0,-0.0,0,09-Apr-2015,00:05:00
94101707149329936,0,0,1343.9999999999998,1,09-Apr-2015,00:05:00
4932989349329936,0,0,-0.0,0,09-Apr-2015,00:05:00
4932993349329936,0,0,1986.0,0,09-Apr-2015,00:05:00
4932993349329891,0,0,-0.0,0,09-Apr-2015,00:05:00
4932993349329576,0,0,960.0,0,09-Apr-2015,00:05:00
49329933941017069,0,0,-0.0,0,09-Apr-2015,00:05:00
94101706849329933,0,0,960.0,1,09-Apr-2015,00:05:00
4932957649329933,0,0,1986.0,0,09-Apr-2015,00:05:00
31183018749329585,0,0,1268.0,0,09-Apr-2015,00:05:00
49329585941017054,0,0,-0.0,0,09-Apr-2015,00:05:00
4932958549329578,0,0,1268.0,0,09-Apr-2015,00:05:00
29895409649329585,0,0,-0.0,0,09-Apr-2015,00:05:00
49329585941017045,0,0,736.0,0,09-Apr-2015,00:05:00
49329585941017049,0,0,224.0,0,09-Apr-2015,00:05:00
4932957849329585,0,0,960.0,0,09-Apr-2015,00:05:00
4932957849329576,0,0,1079.7911118638126,0,09-Apr-2015,00:05:00
94101703849329578,0,0,-0.0,1,09-Apr-2015,00:05:00
4932957649329578,0,0,960.0,0,09-Apr-2015,00:05:00
49329576941017057,0,0,639.7911118638126,0,09-Apr-2015,00:05:00
49329576941017060,0,0,-0.0,0,09-Apr-2015,00:05:00
4932956949329576,0,0,406.0,0,09-Apr-2015,00:05:00
4932952749329576,0,0,1140.0,0,09-Apr-2015,00:05:00
94101704149329983,0,0,359.69230769230774,1,09-Apr-2015,00:05:00
94101704349329951,0,0,1869.9637060848393,1,09-Apr-2015,00:05:00
941017042298954096,0,0,-0.0,1,09-Apr-2015,00:05:00
49330081941017048,0,0,472.00000000000006,0,09-Apr-2015,00:05:00
94101704049330014,0,0,104.0,1,09-Apr-2015,00:05:00
94101707449329970,0,0,1816.6153846153845,1,09-Apr-2015,00:05:00
94101706249329893,0,0,-0.0,1,09-Apr-2015,00:05:00
49329891941017046,0,0,-0.0,0,09-Apr-2015,00:05:00
94101705949329569,0,0,406.0,1,09-Apr-2015,00:05:00
94101705649329527,0,0,1140.0,1,09-Apr-2015,00:05:00
4932998149329995,157.5,1,157.50000042586348,0,09-Apr-2015,00:10:00
4932957849329951,156.47558,1,156.47558014271,0,09-Apr-2015,00:10:00
4932995149329981,0,0,1946.1262889802965,0,09-Apr-2015,00:10:00
49329981941017052,0,0,1788.6262885544331,0,09-Apr-2015,00:10:00
4932998349329964,0,0,359.69230769230774,0,09-Apr-2015,00:10:00
49329964941017051,0,0,-0.0,0,09-Apr-2015,00:10:00
49329964311830187,0,0,359.69230769230774,0,09-Apr-2015,00:10:00
94101703949330004,0,0,2780.3076923076924,1,09-Apr-2015,00:10:00
4933000449329998,0,0,1148.0,0,09-Apr-2015,00:10:00
4933000449329983,0,0,-0.0,0,09-Apr-2015,00:10:00
4933000449329960,0,0,692.3076923076923,0,09-Apr-2015,00:10:00
49330004941017053,0,0,1201.5000004258634,0,09-Apr-2015,00:10:00
4933001449330004,0,0,104.0,0,09-Apr-2015,00:10:00
4932999849330004,0,0,157.50000042586348,0,09-Apr-2015,00:10:00
4932999849329991,0,0,1148.0,0,09-Apr-2015,00:10:00
4932999849330081,0,0,472.00000000000006,0,09-Apr-2015,00:10:00
49329998941017050,0,0,-0.0,0,09-Apr-2015,00:10:00
4932999549329998,0,0,157.50000042586348,0,09-Apr-2015,00:10:00
4932999149329998,0,0,472.00000000000006,0,09-Apr-2015,00:10:00
94101707749329991,0,0,472.00000000000006,1,09-Apr-2015,00:10:00
49329991941017066,0,0,472.00000000000006,0,09-Apr-2015,00:10:00
4932999149329944,0,0,1148.0,0,09-Apr-2015,00:10:00
4932994449329991,0,0,472.00000000000006,0,09-Apr-2015,00:10:00
49329991941017078,0,0,1148.0,0,09-Apr-2015,00:10:00
94101706549329991,0,0,1148.0,1,09-Apr-2015,00:10:00
4932997049329960,0,0,1816.6153846153845,0,09-Apr-2015,00:10:00
4932996049329946,0,0,1600.6153846153845,0,09-Apr-2015,00:10:00
49329960311830187,0,0,908.3076923076923,0,09-Apr-2015,00:10:00
49329960941017075,0,0,-0.0,0,09-Apr-2015,00:10:00
4932994649329960,0,0,-0.0,0,09-Apr-2015,00:10:00
4932994649329995,0,0,-0.0,0,09-Apr-2015,00:10:00
4932994649329944,0,0,1600.6153846153845,0,09-Apr-2015,00:10:00
4932994449329946,0,0,-0.0,0,09-Apr-2015,00:10:00
4932957849329946,0,0,-0.0,0,09-Apr-2015,00:10:00
4932994449329936,0,0,1283.9999999999998,0,09-Apr-2015,00:10:00
49329944941017047,0,0,3210.6153846153848,0,09-Apr-2015,00:10:00
94101704449329944,0,0,472.00000000000006,1,09-Apr-2015,00:10:00
4932993649329944,0,0,1746.0,0,09-Apr-2015,00:10:00
49329936941017063,0,0,2867.9999999999995,0,09-Apr-2015,00:10:00
4932993649329933,0,0,-0.0,0,09-Apr-2015,00:10:00
49329936941017072,0,0,-0.0,0,09-Apr-2015,00:10:00
94101707149329936,0,0,1343.9999999999998,1,09-Apr-2015,00:10:00
4932989349329936,0,0,-0.0,0,09-Apr-2015,00:10:00
4932993349329936,0,0,1986.0,0,09-Apr-2015,00:10:00
4932993349329891,0,0,-0.0,0,09-Apr-2015,00:10:00
4932993349329576,0,0,960.0,0,09-Apr-2015,00:10:00
49329933941017069,0,0,-0.0,0,09-Apr-2015,00:10:00
94101706849329933,0,0,960.0,1,09-Apr-2015,00:10:00
4932957649329933,0,0,1986.0,0,09-Apr-2015,00:10:00
31183018749329585,0,0,1268.0,0,09-Apr-2015,00:10:00
49329585941017054,0,0,-0.0,0,09-Apr-2015,00:10:00
4932958549329578,0,0,1268.0,0,09-Apr-2015,00:10:00
29895409649329585,0,0,-0.0,0,09-Apr-2015,00:10:00
49329585941017045,0,0,736.0,0,09-Apr-2015,00:10:00
49329585941017049,0,0,224.0,0,09-Apr-2015,00:10:00
4932957849329585,0,0,960.0,0,09-Apr-2015,00:10:00
4932957849329576,0,0,1111.52441985729,0,09-Apr-2015,00:10:00
94101703849329578,0,0,-0.0,1,09-Apr-2015,00:10:00
4932957649329578,0,0,960.0,0,09-Apr-2015,00:10:00
49329576941017057,0,0,671.52441985729,0,09-Apr-2015,00:10:00
49329576941017060,0,0,-0.0,0,09-Apr-2015,00:10:00
4932956949329576,0,0,406.0,0,09-Apr-2015,00:10:00
4932952749329576,0,0,1140.0,0,09-Apr-2015,00:10:00
94101704149329983,0,0,359.69230769230774,1,09-Apr-2015,00:10:00
94101704349329951,0,0,1789.6507088375868,1,09-Apr-2015,00:10:00
941017042298954096,0,0,-0.0,1,09-Apr-2015,00:10:00
49330081941017048,0,0,472.00000000000006,0,09-Apr-2015,00:10:00
94101704049330014,0,0,104.0,1,09-Apr-2015,00:10:00
94101707449329970,0,0,1816.6153846153845,1,09-Apr-2015,00:10:00
94101706249329893,0,0,-0.0,1,09-Apr-2015,00:10:00
49329891941017046,0,0,-0.0,0,09-Apr-2015,00:10:00
94101705949329569,0,0,406.0,1,09-Apr-2015,00:10:00
94101705649329527,0,0,1140.0,1,09-Apr-2015,00:10:00
4932998149329995,146.66652,1,146.66652007067728,0,09-Apr-2015,00:15:00
4932957849329951,156.47558,1,156.4755800216399,0,09-Apr-2015,00:15:00
4932995149329981,0,0,1845.0939752702589,0,09-Apr-2015,00:15:00
49329981941017052,0,0,1698.4274551995816,0,09-Apr-2015,00:15:00
4932998349329964,0,0,359.69230769230774,0,09-Apr-2015,00:15:00
49329964941017051,0,0,-0.0,0,09-Apr-2015,00:15:00
49329964311830187,0,0,359.69230769230774,0,09-Apr-2015,00:15:00
94101703949330004,0,0,2780.3076923076924,1,09-Apr-2015,00:15:00
4933000449329998,0,0,1148.0,0,09-Apr-2015,00:15:00
4933000449329983,0,0,-0.0,0,09-Apr-2015,00:15:00
4933000449329960,0,0,692.3076923076923,0,09-Apr-2015,00:15:00
49330004941017053,0,0,1190.6665200706773,0,09-Apr-2015,00:15:00
4933001449330004,0,0,104.0,0,09-Apr-2015,00:15:00
4932999849330004,0,0,146.66652007067728,0,09-Apr-2015,00:15:00
4932999849329991,0,0,1148.0,0,09-Apr-2015,00:15:00
4932999849330081,0,0,472.00000000000006,0,09-Apr-2015,00:15:00
49329998941017050,0,0,-0.0,0,09-Apr-2015,00:15:00
4932999549329998,0,0,146.66652007067728,0,09-Apr-2015,00:15:00
4932999149329998,0,0,472.00000000000006,0,09-Apr-2015,00:15:00
94101707749329991,0,0,472.00000000000006,1,09-Apr-2015,00:15:00
49329991941017066,0,0,472.00000000000006,0,09-Apr-2015,00:15:00
4932999149329944,0,0,1148.0,0,09-Apr-2015,00:15:00
4932994449329991,0,0,472.00000000000006,0,09-Apr-2015,00:15:00
49329991941017078,0,0,1148.0,0,09-Apr-2015,00:15:00
94101706549329991,0,0,1148.0,1,09-Apr-2015,00:15:00
4932997049329960,0,0,1816.6153846153845,0,09-Apr-2015,00:15:00
4932996049329946,0,0,1600.6153846153845,0,09-Apr-2015,00:15:00
49329960311830187,0,0,908.3076923076923,0,09-Apr-2015,00:15:00
49329960941017075,0,0,-0.0,0,09-Apr-2015,00:15:00
4932994649329960,0,0,-0.0,0,09-Apr-2015,00:15:00
4932994649329995,0,0,-0.0,0,09-Apr-2015,00:15:00
4932994649329944,0,0,1600.6153846153845,0,09-Apr-2015,00:15:00
4932994449329946,0,0,-0.0,0,09-Apr-2015,00:15:00
4932957849329946,0,0,-0.0,0,09-Apr-2015,00:15:00
4932994449329936,0,0,1283.9999999999998,0,09-Apr-2015,00:15:00
49329944941017047,0,0,3210.6153846153848,0,09-Apr-2015,00:15:00
94101704449329944,0,0,472.00000000000006,1,09-Apr-2015,00:15:00
4932993649329944,0,0,1746.0,0,09-Apr-2015,00:15:00
49329936941017063,0,0,2867.9999999999995,0,09-Apr-2015,00:15:00
4932993649329933,0,0,-0.0,0,09-Apr-2015,00:15:00
49329936941017072,0,0,-0.0,0,09-Apr-2015,00:15:00
94101707149329936,0,0,1343.9999999999998,1,09-Apr-2015,00:15:00
4932989349329936,0,0,-0.0,0,09-Apr-2015,00:15:00
4932993349329936,0,0,1986.0,0,09-Apr-2015,00:15:00
4932993349329891,0,0,-0.0,0,09-Apr-2015,00:15:00
4932993349329576,0,0,960.0,0,09-Apr-2015,00:15:00
49329933941017069,0,0,-0.0,0,09-Apr-2015,00:15:00
94101706849329933,0,0,960.0,1,09-Apr-2015,00:15:00
4932957649329933,0,0,1986.0,0,09-Apr-2015,00:15:00
31183018749329585,0,0,1268.0,0,09-Apr-2015,00:15:00
49329585941017054,0,0,-0.0,0,09-Apr-2015,00:15:00
4932958549329578,0,0,1268.0,0,09-Apr-2015,00:15:00
29895409649329585,0,0,-0.0,0,09-Apr-2015,00:15:00
49329585941017045,0,0,736.0,0,09-Apr-2015,00:15:00
49329585941017049,0,0,224.0,0,09-Apr-2015,00:15:00
4932957849329585,0,0,960.0,0,09-Apr-2015,00:15:00
4932957849329576,0,0,1111.5244199783601,0,09-Apr-2015,00:15:00
94101703849329578,0,0,-0.0,1,09-Apr-2015,00:15:00
4932957649329578,0,0,960.0,0,09-Apr-2015,00:15:00
49329576941017057,0,0,671.5244199783601,0,09-Apr-2015,00:15:00
49329576941017060,0,0,-0.0,0,09-Apr-2015,00:15:00
4932956949329576,0,0,406.0,0,09-Apr-2015,00:15:00
4932952749329576,0,0,1140.0,0,09-Apr-2015,00:15:00
94101704149329983,0,0,359.69230769230774,1,09-Apr-2015,00:15:00
94101704349329951,0,0,1688.618395248619,1,09-Apr-2015,00:15:00
941017042298954096,0,0,-0.0,1,09-Apr-2015,00:15:00
49330081941017048,0,0,472.00000000000006,0,09-Apr-2015,00:15:00
94101704049330014,0,0,104.0,1,09-Apr-2015,00:15:00
94101707449329970,0,0,1816.6153846153845,1,09-Apr-2015,00:15:00
94101706249329893,0,0,-0.0,1,09-Apr-2015,00:15:00
49329891941017046,0,0,-0.0,0,09-Apr-2015,00:15:00
94101705949329569,0,0,406.0,1,09-Apr-2015,00:15:00
94101705649329527,0,0,1140.0,1,09-Apr-2015,00:15:00
4932998149329995,136.8,1,136.80000008892404,0,09-Apr-2015,00:20:00
4932957849329951,156.47558,1,156.4755800252217,0,09-Apr-2015,00:20:00
4932995149329981,0,0,1811.6805736792542,0,09-Apr-2015,00:20:00
49329981941017052,0,0,1674.8805735903302,0,09-Apr-2015,00:20:00
4932998349329964,0,0,359.69230769230774,0,09-Apr-2015,00:20:00
49329964941017051,0,0,-0.0,0,09-Apr-2015,00:20:00
49329964311830187,0,0,359.69230769230774,0,09-Apr-2015,00:20:00
94101703949330004,0,0,2780.3076923076924,1,09-Apr-2015,00:20:00
4933000449329998,0,0,1148.0,0,09-Apr-2015,00:20:00
4933000449329983,0,0,-0.0,0,09-Apr-2015,00:20:00
4933000449329960,0,0,692.3076923076923,0,09-Apr-2015,00:20:00
49330004941017053,0,0,1180.800000088924,0,09-Apr-2015,00:20:00
4933001449330004,0,0,104.0,0,09-Apr-2015,00:20:00
4932999849330004,0,0,136.80000008892404,0,09-Apr-2015,00:20:00
4932999849329991,0,0,1148.0,0,09-Apr-2015,00:20:00
4932999849330081,0,0,472.00000000000006,0,09-Apr-2015,00:20:00
