IN_LINK_ID,OUT_LINK_ID,TURN_RATIO,DAY,TIME_OF_DAY,WEIGHT
4932995149329981,49329981941017052,0.9244899999999999,09-Apr-2015,00:20:00,1
4932995149329981,49329981941017052,0.9276,09-Apr-2015,00:25:00,1
4932995149329981,49329981941017052,0.92051,09-Apr-2015,00:30:00,1
4932995149329981,49329981941017052,0.92058,09-Apr-2015,00:35:00,1
4932995149329981,49329981941017052,0.92696,09-Apr-2015,00:40:00,1
4932995149329981,49329981941017052,0.92876,09-Apr-2015,00:45:00,1
4932995149329981,49329981941017052,0.93114,09-Apr-2015,00:50:00,1
4932995149329981,49329981941017052,0.92973,09-Apr-2015,00:55:00,1
4932995149329981,49329981941017052,0.9333799999999999,09-Apr-2015,01:00:00,1
4932995149329981,49329981941017052,0.93609,09-Apr-2015,01:05:00,1
4932995149329981,49329981941017052,0.94101,09-Apr-2015,01:10:00,1
4932995149329981,49329981941017052,0.93837,09-Apr-2015,01:15:00,1
4932995149329981,49329981941017052,0.9359200000000001,09-Apr-2015,01:20:00,1
4932995149329981,49329981941017052,0.9430799999999999,09-Apr-2015,01:25:00,1
4932995149329981,49329981941017052,0.9455600000000001,09-Apr-2015,01:30:00,1
4932995149329981,49329981941017052,0.94955,09-Apr-2015,01:35:00,1
4932995149329981,49329981941017052,0.9465100000000001,09-Apr-2015,01:40:00,1
4932995149329981,49329981941017052,0.9498,09-Apr-2015,01:45:00,1
4932995149329981,49329981941017052,0.9545600000000001,09-Apr-2015,01:50:00,1
4932995149329981,49329981941017052,0.95232,09-Apr-2015,01:55:00,1
4932995149329981,49329981941017052,0.9524799999999999,09-Apr-2015,02:00:00,1
4932995149329981,49329981941017052,0.9474100000000001,09-Apr-2015,02:05:00,1
4932995149329981,49329981941017052,0.95367,09-Apr-2015,02:10:00,1
4932995149329981,49329981941017052,0.9536899999999999,09-Apr-2015,02:15:00,1
4932995149329981,49329981941017052,0.9524600000000001,09-Apr-2015,02:20:00,1
4932995149329981,49329981941017052,0.95047,09-Apr-2015,02:25:00,1
4932995149329981,49329981941017052,0.9461700000000001,09-Apr-2015,02:30:00,1
4932995149329981,49329981941017052,0.9459200000000001,09-Apr-2015,02:35:00,1
4932995149329981,49329981941017052,0.9407200000000001,09-Apr-2015,02:40:00,1
4932995149329981,49329981941017052,0.9416200000000001,09-Apr-2015,02:45:00,1
4932995149329981,49329981941017052,0.9435,09-Apr-2015,02:50:00,1
4932995149329981,49329981941017052,0.94284,09-Apr-2015,02:55:00,1
4932995149329981,49329981941017052,0.94275,09-Apr-2015,03:00:00,1
4932995149329981,49329981941017052,0.93566,09-Apr-2015,03:05:00,1
4932995149329981,49329981941017052,0.93968,09-Apr-2015,03:10:00,1
4932995149329981,49329981941017052,0.94291,09-Apr-2015,03:15:00,1
4932995149329981,49329981941017052,0.94645,09-Apr-2015,03:20:00,1
4932995149329981,49329981941017052,0.95015,09-Apr-2015,03:25:00,1
4932995149329981,49329981941017052,0.95763,09-Apr-2015,03:30:00,1
4932995149329981,49329981941017052,0.9601,09-Apr-2015,03:35:00,1
4932995149329981,49329981941017052,0.9598700000000001,09-Apr-2015,03:40:00,1
4932995149329981,49329981941017052,0.96116,09-Apr-2015,03:45:00,1
4932995149329981,49329981941017052,0.96459,09-Apr-2015,03:50:00,1
4932995149329981,49329981941017052,0.96488,09-Apr-2015,03:55:00,1
4932995149329981,49329981941017052,0.96846,09-Apr-2015,04:00:00,1
4932995149329981,49329981941017052,0.96741,09-Apr-2015,04:05:00,1
4932995149329981,49329981941017052,0.9656299999999999,09-Apr-2015,04:10:00,1
4932995149329981,49329981941017052,0.9585899999999999,09-Apr-2015,04:15:00,1
4932995149329981,49329981941017052,0.96454,09-Apr-2015,04:20:00,1
4932995149329981,49329981941017052,0.96529,09-Apr-2015,04:25:00,1
4932995149329981,49329981941017052,0.9633700000000001,09-Apr-2015,04:30:00,1
4932995149329981,49329981941017052,0.9611700000000001,09-Apr-2015,04:35:00,1
4932995149329981,49329981941017052,0.9611299999999999,09-Apr-2015,04:40:00,1
4932995149329981,49329981941017052,0.9621700000000001,09-Apr-2015,04:45:00,1
4932995149329981,49329981941017052,0.96751,09-Apr-2015,04:50:00,1
4932995149329981,49329981941017052,0.96683,09-Apr-2015,04:55:00,1
4932995149329981,49329981941017052,0.9652799999999999,09-Apr-2015,05:00:00,1
4932995149329981,49329981941017052,0.9672700000000001,09-Apr-2015,05:05:00,1
4932995149329981,49329981941017052,0.97073,09-Apr-2015,05:10:00,1
4932995149329981,49329981941017052,0.9698,09-Apr-2015,05:15:00,1
4932995149329981,49329981941017052,0.96775,09-Apr-2015,05:20:00,1
4932995149329981,49329981941017052,0.96941,09-Apr-2015,05:25:00,1
4932995149329981,49329981941017052,0.96929,09-Apr-2015,05:30:00,1
4932995149329981,49329981941017052,0.96975,09-Apr-2015,05:35:00,1
4932995149329981,49329981941017052,0.96601,09-Apr-2015,05:40:00,1
4932995149329981,49329981941017052,0.9629700000000001,09-Apr-2015,05:45:00,1
4932995149329981,49329981941017052,0.9610200000000001,09-Apr-2015,05:50:00,1
4932995149329981,49329981941017052,0.95972,09-Apr-2015,05:55:00,1
4932995149329981,49329981941017052,0.9561799999999999,09-Apr-2015,06:00:00,1
4932995149329981,49329981941017052,0.9538,09-Apr-2015,06:05:00,1
4932995149329981,49329981941017052,0.94842,09-Apr-2015,06:10:00,1
4932995149329981,49329981941017052,0.9413100000000001,09-Apr-2015,06:15:00,1
