IN_LINK_ID,OUT_LINK_ID,DAY,TIME_OF_DAY,TURN_RATIO
782790509,28426365,09-Apr-2015,11:45:00,0.89591
782790509,28426365,09-Apr-2015,11:50:00,0.89447
782790509,28426365,09-Apr-2015,11:55:00,0.89527
782790509,28426365,09-Apr-2015,12:00:00,0.89438
782790509,28426365,09-Apr-2015,12:05:00,0.89245
782790509,28426365,09-Apr-2015,12:10:00,0.89232
782790509,28426365,09-Apr-2015,12:15:00,0.89324
782790509,28426365,09-Apr-2015,12:20:00,0.89406
782790509,28426365,09-Apr-2015,12:25:00,0.89622
782790509,28426365,09-Apr-2015,12:30:00,0.89801
782790509,28426365,09-Apr-2015,12:35:00,0.90409
782790509,28426365,09-Apr-2015,12:40:00,0.90859
782790509,28426365,09-Apr-2015,12:45:00,0.90957
782790509,28426365,09-Apr-2015,12:50:00,0.91074
782790509,28426365,09-Apr-2015,12:55:00,0.91368
782790509,28426365,09-Apr-2015,13:00:00,0.91577
782790509,28426365,09-Apr-2015,13:05:00,0.91674
782790509,28426365,09-Apr-2015,13:10:00,0.9146
782790509,28426365,09-Apr-2015,13:15:00,0.91391
782790509,28426365,09-Apr-2015,13:20:00,0.91325
782790509,28426365,09-Apr-2015,13:25:00,0.91222
782790509,28426365,09-Apr-2015,13:30:00,0.90619
782790509,28426365,09-Apr-2015,13:35:00,0.9065
782790509,28426365,09-Apr-2015,13:40:00,0.90593
782790509,28426365,09-Apr-2015,13:45:00,0.90563
782790509,28426365,09-Apr-2015,13:50:00,0.90422
782790509,28426365,09-Apr-2015,13:55:00,0.90501
782790509,28426365,09-Apr-2015,14:00:00,0.90632
782790509,28426365,09-Apr-2015,14:05:00,0.90821
782790509,28426365,09-Apr-2015,14:10:00,0.91232
782790509,28426365,09-Apr-2015,14:15:00,0.91554
782790509,28426365,09-Apr-2015,14:20:00,0.91898
782790509,28426365,09-Apr-2015,14:25:00,0.92117
782790509,28426365,09-Apr-2015,14:30:00,0.91988
782790509,28426365,09-Apr-2015,14:35:00,0.91872
782790509,28426365,09-Apr-2015,14:40:00,0.91993
782790509,28426365,09-Apr-2015,14:45:00,0.92004
782790509,28426365,09-Apr-2015,14:50:00,0.91741
782790509,28426365,09-Apr-2015,14:55:00,0.91452
782790509,28426365,09-Apr-2015,15:00:00,0.91412
782790509,28426365,09-Apr-2015,15:05:00,0.91065
782790509,28426365,09-Apr-2015,15:10:00,0.90828
782790509,28426365,09-Apr-2015,15:15:00,0.9031
782790509,28426365,09-Apr-2015,15:20:00,0.9055
782790509,28426365,09-Apr-2015,15:25:00,0.90868
782790509,28426365,09-Apr-2015,15:30:00,0.90685
782790509,28426365,09-Apr-2015,15:35:00,0.90796
782790509,28426365,09-Apr-2015,15:40:00,0.91141
782790509,28426365,09-Apr-2015,15:45:00,0.91521
