IN_LINK_ID,OUT_LINK_ID,DAY,TIME_OF_DAY,TURN_RATIO
782790509,28426365,09-Apr-2015,15:50:00,0.91659
782790509,28426365,09-Apr-2015,15:55:00,0.91662
782790509,28426365,09-Apr-2015,16:00:00,0.91695
782790509,28426365,09-Apr-2015,16:05:00,0.91801
782790509,28426365,09-Apr-2015,16:10:00,0.92112
782790509,28426365,09-Apr-2015,16:15:00,0.91997
782790509,28426365,09-Apr-2015,16:20:00,0.91744
782790509,28426365,09-Apr-2015,16:25:00,0.91965
782790509,28426365,09-Apr-2015,16:30:00,0.91822
782790509,28426365,09-Apr-2015,16:35:00,0.91426
782790509,28426365,09-Apr-2015,16:40:00,0.9116
782790509,28426365,09-Apr-2015,16:45:00,0.90972
782790509,28426365,09-Apr-2015,16:50:00,0.91009
782790509,28426365,09-Apr-2015,16:55:00,0.90835
782790509,28426365,09-Apr-2015,17:00:00,0.90541
782790509,28426365,09-Apr-2015,17:05:00,0.90241
782790509,28426365,09-Apr-2015,17:10:00,0.90106
782790509,28426365,09-Apr-2015,17:15:00,0.89786
782790509,28426365,09-Apr-2015,17:20:00,0.89472
782790509,28426365,09-Apr-2015,17:25:00,0.89112
782790509,28426365,09-Apr-2015,17:30:00,0.88945
782790509,28426365,09-Apr-2015,17:35:00,0.88721
782790509,28426365,09-Apr-2015,17:40:00,0.88506
782790509,28426365,09-Apr-2015,17:45:00,0.88002
782790509,28426365,09-Apr-2015,17:50:00,0.87433
782790509,28426365,09-Apr-2015,17:55:00,0.87724
782790509,28426365,09-Apr-2015,18:00:00,0.87901
782790509,28426365,09-Apr-2015,18:05:00,0.87799
782790509,28426365,09-Apr-2015,18:10:00,0.88066
782790509,28426365,09-Apr-2015,18:15:00,0.88297
782790509,28426365,09-Apr-2015,18:20:00,0.8844
782790509,28426365,09-Apr-2015,18:25:00,0.88359
782790509,28426365,09-Apr-2015,18:30:00,0.88379
782790509,28426365,09-Apr-2015,18:35:00,0.88287
782790509,28426365,09-Apr-2015,18:40:00,0.88512
782790509,28426365,09-Apr-2015,18:45:00,0.88728
782790509,28426365,09-Apr-2015,18:50:00,0.88297
782790509,28426365,09-Apr-2015,18:55:00,0.88248
782790509,28426365,09-Apr-2015,19:00:00,0.88309
782790509,28426365,09-Apr-2015,19:05:00,0.88187
782790509,28426365,09-Apr-2015,19:10:00,0.88078
782790509,28426365,09-Apr-2015,19:15:00,0.8817
782790509,28426365,09-Apr-2015,19:20:00,0.88469
782790509,28426365,09-Apr-2015,19:25:00,0.88575
782790509,28426365,09-Apr-2015,19:30:00,0.88787
782790509,28426365,09-Apr-2015,19:35:00,0.88653
782790509,28426365,09-Apr-2015,19:40:00,0.88656
782790509,28426365,09-Apr-2015,19:45:00,0.88916
782790509,28426365,09-Apr-2015,19:50:00,0.88864
782790509,28426365,09-Apr-2015,19:55:00,0.88804
782790509,28426365,09-Apr-2015,20:00:00,0.88883
782790509,28426365,09-Apr-2015,20:05:00,0.8889
782790509,28426365,09-Apr-2015,20:10:00,0.88794
782790509,28426365,09-Apr-2015,20:15:00,0.88976
782790509,28426365,09-Apr-2015,20:20:00,0.89062
782790509,28426365,09-Apr-2015,20:25:00,0.89357
782790509,28426365,09-Apr-2015,20:30:00,0.89421
782790509,28426365,09-Apr-2015,20:35:00,0.89334
782790509,28426365,09-Apr-2015,20:40:00,0.89357
782790509,28426365,09-Apr-2015,20:45:00,0.89459
782790509,28426365,09-Apr-2015,20:50:00,0.89914
782790509,28426365,09-Apr-2015,20:55:00,0.89832
782790509,28426365,09-Apr-2015,21:00:00,0.89953
782790509,28426365,09-Apr-2015,21:05:00,0.899
782790509,28426365,09-Apr-2015,21:10:00,0.89738
782790509,28426365,09-Apr-2015,21:15:00,0.89697
782790509,28426365,09-Apr-2015,21:20:00,0.89606
782790509,28426365,09-Apr-2015,21:25:00,0.89595
782790509,28426365,09-Apr-2015,21:30:00,0.89624
782790509,28426365,09-Apr-2015,21:35:00,0.89614
782790509,28426365,09-Apr-2015,21:40:00,0.89646
782790509,28426365,09-Apr-2015,21:45:00,0.89322
782790509,28426365,09-Apr-2015,21:50:00,0.89255
782790509,28426365,09-Apr-2015,21:55:00,0.89275
782790509,28426365,09-Apr-2015,22:00:00,0.89543
782790509,28426365,09-Apr-2015,22:05:00,0.89459
782790509,28426365,09-Apr-2015,22:10:00,0.89656
782790509,28426365,09-Apr-2015,22:15:00,0.89942
782790509,28426365,09-Apr-2015,22:20:00,0.89872
782790509,28426365,09-Apr-2015,22:25:00,0.89851
782790509,28426365,09-Apr-2015,22:30:00,0.89882
782790509,28426365,09-Apr-2015,22:35:00,0.89866
782790509,28426365,09-Apr-2015,22:40:00,0.89841
782790509,28426365,09-Apr-2015,22:45:00,0.8988
782790509,28426365,09-Apr-2015,22:50:00,0.89404
782790509,28426365,09-Apr-2015,22:55:00,0.89526
782790509,28426365,09-Apr-2015,23:00:00,0.89741
782790509,28426365,09-Apr-2015,23:05:00,0.89236
782790509,28426365,09-Apr-2015,23:10:00,0.88712
782790509,28426365,09-Apr-2015,23:15:00,0.90236
782790509,28426365,09-Apr-2015,23:20:00,0.90337
782790509,28426365,09-Apr-2015,23:25:00,0.90458
782790509,28426365,09-Apr-2015,23:30:00,0.90709
782790509,28426365,09-Apr-2015,23:35:00,0.91246
782790509,28426365,09-Apr-2015,23:40:00,0.91231
782790509,28426365,09-Apr-2015,23:45:00,0.92001
782790509,28426365,09-Apr-2015,23:50:00,0.92067
782790509,28426365,09-Apr-2015,23:55:00,0.92278
